l_star,alpha,g_y,B,A,y_tilde_star,c_tilde_star,k_s_tilde_star,k_e_tilde_star,i_s_tilde_star,i_e_tilde_star,resource_residual
0.3659505648147699,0.30000000000000004,0.020049676285847248,0.9180266730368752,0.8849854742272337,0.32386093414632317,0.26185811870442494,0.23208134552933132,0.25265464428330003,0.01764971119948951,0.04435310424240874,-2.0816681711721685e-17
